2026-02-28T12:16:05.7724746+01:00,api,create_appointment,2223,409,false,run_1
2026-02-28T12:16:05.7848875+01:00,api,list_appointments,6,200,true,run_1
2026-02-28T12:16:05.8235603+01:00,api,suggestions,34,201,true,run_1
2026-02-28T12:16:05.8338479+01:00,api,create_appointment,6,409,false,run_2
2026-02-28T12:16:05.8440896+01:00,api,list_appointments,5,200,true,run_2
2026-02-28T12:16:05.8817156+01:00,api,suggestions,33,201,true,run_2
2026-02-28T12:16:05.8889752+01:00,api,create_appointment,3,409,false,run_3
2026-02-28T12:16:05.8955942+01:00,api,list_appointments,3,200,true,run_3
2026-02-28T12:16:05.9366041+01:00,api,suggestions,38,201,true,run_3
2026-02-28T12:16:05.9450124+01:00,api,create_appointment,4,409,false,run_4
2026-02-28T12:16:05.9566813+01:00,api,list_appointments,4,200,true,run_4
2026-02-28T12:16:05.9790762+01:00,api,suggestions,11,201,true,run_4
2026-02-28T12:16:05.9883564+01:00,api,create_appointment,5,409,false,run_5
2026-02-28T12:16:06.0000058+01:00,api,list_appointments,7,200,true,run_5
2026-02-28T12:16:06.0378353+01:00,api,suggestions,34,201,true,run_5
2026-02-28T12:16:06.0472992+01:00,api,create_appointment,5,409,false,run_6
2026-02-28T12:16:06.0550156+01:00,api,list_appointments,3,200,true,run_6
2026-02-28T12:16:06.0653619+01:00,api,suggestions,7,201,true,run_6
2026-02-28T12:16:06.0736450+01:00,api,create_appointment,4,409,false,run_7
2026-02-28T12:16:06.0812581+01:00,api,list_appointments,3,200,true,run_7
2026-02-28T12:16:06.0941062+01:00,api,suggestions,9,201,true,run_7
2026-02-28T12:16:06.1001353+01:00,api,create_appointment,2,409,false,run_8
2026-02-28T12:16:06.1053966+01:00,api,list_appointments,2,200,true,run_8
2026-02-28T12:16:06.1195695+01:00,api,suggestions,11,201,true,run_8
2026-02-28T12:16:06.1292521+01:00,api,create_appointment,4,409,false,run_9
2026-02-28T12:16:06.1371490+01:00,api,list_appointments,3,200,true,run_9
2026-02-28T12:16:06.1536943+01:00,api,suggestions,13,201,true,run_9
2026-02-28T12:16:06.1683788+01:00,api,create_appointment,8,409,false,run_10
2026-02-28T12:16:06.1749366+01:00,api,list_appointments,3,200,true,run_10
2026-02-28T12:16:06.1988911+01:00,api,suggestions,20,201,true,run_10
